"N. Sol:","2175288"
"-","8-TSU-C","-","5-TSU-X","-","-"
"1-TSU-C","-","-","-","-","-"
"-","3-TNU-X","-","-","-","6-TNU-X"
"7-TNU-C","-","-","-","-","-"
"-","4-TNU-C","-","2-TNU-X","-","-"
"8-TSU-C","1-TSU-C","-","-","-","-"
"-","-","-","3-TNU-X","-","-"
"-","2-TNU-X","-","5-TSU-X","-","-"
"-","-","-","-","-","6-TNU-X"
"4-TNU-C","7-TNU-C","-","-","-","-"
"1-TSU-C","8-TSU-C","-","-","-","-"
"-","-","-","-","-","-"
"-","3-TNU-X","-","-","-","2-TNU-X"
"-","-","-","6-TNU-X","-","-"
"7-TNU-C","4-TNU-C","-","-","5-TSU-X","-"
